"tipoentidad","codigoentidad","nombreentidad","fechacorte","unidad_de_captura","nombre","tipo","subcuenta","nombre_sub","tasaefectivaanual","montos","num_creditos_desembolsados"
"1","49","Av Villas","2010-01-08T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","15","ADQ VIVIENDA DIFERENTE VIS (UVR)","12.7","37700","0"
"1","10","Banco Gnb","2003-06-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","25.34","2740","0"
"1","22","Banco Union Colombiano","2003-06-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","25.32","3683024","0"
"1","2","Banco Popular","2003-06-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","28.8","3411558","0"
"1","49","Av Villas","2014-07-11T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","12","783711.58","20"
"32","5","Confiar Cooperativa Financiera","2018-03-02T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","17.71","409638.31","58"
"1","13","Bbva Colombia","2004-08-13T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","28.8","2937","0"
"1","39","Banco Davivienda","2003-05-02T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","28.1","3451843.38","0"
"1","49","Av Villas","2018-07-13T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","18.22","25086516.56","1548"
"1","54","Bancoomeva","2012-12-28T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","28.32","7618.48","2"
"1","14","Helm Bank S.A.","2004-02-27T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","10.33","20872160.88","0"
"1","6","Itaú; Banco Itaú.","2007-02-23T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","13.08","4224061","0"
"4","17","Factoring Bancolombia S.A. Compañia De Financiamiento","2002-05-17T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","100","ENTRE 6 Y 14 DIAS","18","4724881","0"
"1","9","Citibank","2017-11-03T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","7.74","111393756.6","2256"
"1","43","Banagrario","2002-11-29T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","11","230517","0"
"1","13","Bbva Colombia","2015-10-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","22.21","297702.58","530"
"1","13","Bbva Colombia","2005-07-29T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","25.86","6119558","0"
"1","23","Banco De Occidente","2015-05-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","28.37","7823067","45629"
"1","10","Banco Gnb","2006-10-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","22.41","682134","0"
"1","63","Banco Serfinanza S.A.","2022-02-11T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","19.44","1255715.53","1593"
"1","8","Scotiabank Colombia S.A.","2010-03-19T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","10","DEP AHORRO ORDINARIOS ACTIVOS","2.18","54269230.48","0"
"1","13","Bbva Colombia","2007-03-30T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","60","ENTRE 366 Y 1095 DIAS","10.99","10783000","0"
"1","23","Banco De Occidente","2012-09-14T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","30.21","10224","11"
"32","6","Coomeva Cooperativa Financiera Sigla Coomeva Financiera","2010-09-03T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","70","ENTRE 1096 Y 1825 DIAS","9.94","472000","0"
"1","43","Banagrario","2008-12-26T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","15.65","1050000","0"
"1","55","Finandina Bic O Banco Finandina Bic","2019-02-01T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","18.07","24824990.47","674"
"1","13","Bbva Colombia","2014-01-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","29.48","1071.25","4"
"1","61","Multibank","2016-04-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","14.04","146689.34","1"
"32","5","Confiar Cooperativa Financiera","2014-05-02T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","15.94","1028447.42","936"
"1","2","Banco Popular","2004-06-04T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","28.98","185722","0"
"1","7","Bancolombia","2003-01-24T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","19.04","714600","0"
"1","39","Banco Davivienda","2013-10-04T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","11.84","15973856.89","773"
"1","5","Banco Cafetero S.A. En Liquidación","2002-08-02T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","30.01","1435428","0"
"1","14","Helm Bank S.A.","2011-06-24T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","26.38","1398851.09","1958"
"1","1","Banco De Bogota","2009-08-28T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","100","CONSUMOS ENTRE 13 Y 18 M","27.88","9590","0"
"1","23","Banco De Occidente","2013-04-05T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","28.3","9044031","22507"
"32","1","Cooperativa Financiera De Antioquia","2010-05-21T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","28.96","25500","0"
"1","12","Banco Gnb Sudameris","2005-11-04T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","26.5","336525","0"
"4","108","Iris Cf","2010-03-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","12.62","1490000","0"
"1","9","Citibank","2020-11-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","60","AVANCES EFECTIVO","26.66","32320","94"
"1","43","Banagrario","2004-11-19T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","12.69","180000","0"
"1","39","Banco Davivienda","2010-05-21T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","60","ENTRE 366 Y 1095 DIAS","5.3","1478550","0"
"4","17","Factoring Bancolombia S.A. Compañia De Financiamiento","2012-06-22T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","12.87","5063175.86","188"
"1","23","Banco De Occidente","2007-01-12T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","18.39","7762368","0"
"32","5","Confiar Cooperativa Financiera","2010-12-10T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","21.81","225330.42","0"
"1","43","Banagrario","2003-05-23T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","20.19","190928","0"
"1","14","Helm Bank S.A.","2012-01-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","29.4","1754603.35","2317"
"1","47","Conavi Banco Comercial Y De Ahorros S.A.","2004-04-16T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","14.2","3410000","0"
"1","1","Banco De Bogota","2005-05-13T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","14.77","444840","0"
"1","39","Banco Davivienda","2002-10-18T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","40","CTAS AHORRO AFC EN PESOS","3","626141.1","0"
"1","2","Banco Popular","2005-11-18T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","25.49","57900","0"
"4","118","Crezcamos S.A.","2015-05-29T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","70","ENTRE 1096 Y 1825 DIAS","24.4","176793","5"
"4","8","Giros & Finanzas C.F.","2018-02-02T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","14.5","102025","2"
"1","6","Itaú; Banco Itaú.","2015-05-22T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","28.73","5169895.38","19535"
"1","1","Banco De Bogota","2010-09-17T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","6.38","20365251","0"
"1","10","Banco Gnb","2011-11-04T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","27.17","2364319.21","1933"
"1","6","Itaú; Banco Itaú.","2004-03-05T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","25.68","714011","0"
"4","13","Inversora Pichincha S.A. Compañía De Financiamiento","2008-06-06T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","23.25","1381300","0"
"1","57","Banco Pichincha S.A.","2014-07-25T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","30","CONS ENT 7 Y 12 M","28.92","100813","266"
"1","1","Banco De Bogota","2011-01-28T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","80","A MAS DE 1825 DIAS","37.89","212304","14"
"4","101","Arco Grupo Bancoldex","2012-08-10T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","13.88","775000","3"
"1","34","Bansuperior","2006-03-24T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","25.64","306786","0"
"1","46","Banco Colmena S.A., Pero Podrá Utilizar Simplemente Los Nombres Colmena, Banco C","2002-05-17T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","29.99","1954","0"
"4","8","Giros & Finanzas C.F.","2011-09-09T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","23.66","228989","70"
"1","7","Bancolombia","2009-08-28T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","40","CTAS AHORRO AFC EN PESOS","2","86494328.08","0"
"32","4","Cotrafa Financiera","2019-09-06T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","12.68","149714","2"
"4","22","Confinanciera S.A. Compañía De Financiamiento","2005-07-22T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","24.08","2237725","0"
"1","7","Bancolombia","2021-07-02T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","9","CONSTRUCCION VIVIENDA VIS (PESOS)","9.89","90910.24","4"
"1","42","Banco Colpatria, ""Scotiabank""","2016-08-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","13.64","8647597","10"
"1","12","Banco Gnb Sudameris","2015-01-30T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","110","CONSUMOS MAS 18 MESES","28.32","408615","459"
"1","14","Helm Bank S.A.","2005-12-09T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","25.34","172392.23","0"
"1","49","Av Villas","2012-04-20T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","14.91","30000","2"
"1","9","Citibank","2016-05-27T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","30.78","9769132.39","35215"
"1","49","Av Villas","2007-11-23T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","30.91","89653.27","0"
"4","8","Giros & Finanzas C.F.","2017-07-14T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","40","CONS ENT 13 Y 18 M","32.97","34254","127"
"1","12","Banco Gnb Sudameris","2015-08-28T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","11.2","600000","1"
"1","6","Itaú; Banco Itaú.","2017-03-10T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","33.42","4252602.55","7140"
"1","49","Av Villas","2003-07-18T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","11.74","4445000","0"
"1","43","Banagrario","2015-06-19T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","26.26","2786464","465"
"1","54","Bancoomeva","2021-12-31T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","9.87","1126918.57","16"
"1","7","Bancolombia","2008-07-04T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","10.5","430721.97","0"
"1","23","Banco De Occidente","2012-08-31T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","50","ENTRE 31 Y 365 DIAS","8.96","49631126","125"
"1","1","Banco De Bogota","2006-12-15T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","20","ADQ VIVIENDA VIS (UVR)","9","14000","0"
"1","42","Banco Colpatria, ""Scotiabank""","2003-02-28T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","28.92","1125798","0"
"1","57","Banco Pichincha S.A.","2020-08-21T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","24.5","108292","301"
"1","13","Bbva Colombia","2011-07-08T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","12.02","1033273","2"
"1","42","Banco Colpatria, ""Scotiabank""","2011-08-05T00:00:00.000","14","DEPOSITOS Y CUENTAS DE AHORRO","DEPOSITOS Y CUENTAS DE AHORRO","30","CTAS AHORRO ESPECIALES EN PESOS","0.38","6998969","0"
"1","23","Banco De Occidente","2003-01-03T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","15.44","3433550","0"
"1","2","Banco Popular","2006-04-14T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","24.85","484208","0"
"4","111","C.A. Credifinanciera Cf","2019-11-22T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","10","ENTRE 31 Y 365 DIAS","18.68","13950","3"
"1","43","Banagrario","2008-08-15T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","12.77","4191435","0"
"1","49","Av Villas","2018-08-17T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","15","ADQ VIVIENDA DIFERENTE VIS (UVR)","12.4","84227.64","1"
"4","59","Leasing Corficolombiana","2013-03-08T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","30","ENTRE 1096 Y 1825 DIAS","13.06","374453.35","5"
"1","39","Banco Davivienda","2010-08-20T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","18.42","185259906","0"
"1","6","Itaú; Banco Itaú.","2005-11-04T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","70","ENTRE 1096 Y 1825 DIAS","11.76","1400000","0"
"1","23","Banco De Occidente","2014-02-14T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","9.5","32561691","225"
"32","7","Financiera Jrc","2014-01-03T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","15.2","943850","46"
"1","9","Citibank","2017-12-22T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","5","AVANCES EFECT","29.23","17528690.35","14562"
"4","67","Leasing Bancolombia","2013-03-01T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","80","A MAS DE 1825 DIAS","13.76","119213.75","1"
"4","26","Tuya","2004-06-11T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","24.7","1606673.67","0"
"1","39","Banco Davivienda","2014-11-21T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","13.61","17532390.98","642"
"1","1","Banco De Bogota","2018-02-09T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","9.47","11505045","88"
"1","49","Av Villas","2019-01-04T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","80","CONSUMOS ENTRE 2 Y 6 M","28.82","14044.89","39"
"1","51","Bancien S.A. Y/O ""Ban100""","2010-12-31T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","21.32","2654000","14"
"1","9","Citibank","2010-09-17T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","22.3","7263206.01","0"
"1","1","Banco De Bogota","2005-10-14T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","40","A MAS DE 1825 DIAS","17.01","2478137","0"
"4","26","Tuya","2007-10-12T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","23.47","1780673.39","0"
"1","1","Banco De Bogota","2019-07-05T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","12","ADQ VIVIENDA DIFERENTE VIS (PESOS)","10.75","15411682","126"
"1","8","Scotiabank Colombia S.A.","2006-01-06T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","25.8","2385454.76","0"
"1","43","Banagrario","2006-01-06T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","20","ENTRE 366 Y 1095 DIAS","19.46","118500","0"
"1","42","Banco Colpatria, ""Scotiabank""","2004-07-16T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","28.92","19833","0"
"1","56","Banco Falabella S.A.","2014-11-28T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","10","CONSUMO 1 MES","0","22584924.68","288516"
"1","1","Banco De Bogota","2010-11-05T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","80","A MAS DE 1825 DIAS","34.39","257000","0"
"1","42","Banco Colpatria, ""Scotiabank""","2005-04-22T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA CONSTRUCCION","10","CONSTRUCCION VIVIENDA VIS (UVR)","11","75305","0"
"1","23","Banco De Occidente","2020-05-08T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","14.9","3938115","3270"
"1","23","Banco De Occidente","2003-02-07T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","DESCUBIERTOS EN CUENTA CORRIENTE BANCARIA","120","SOBREGIROS","26.13","308359022","0"
"1","60","Banco Mundo Mujer S.A.","2016-05-27T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","27.48","109967.75","25"
"1","6","Itaú; Banco Itaú.","2013-05-03T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","31.24","20363","19"
"32","4","Cotrafa Financiera","2022-02-25T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","60","ENTRE 366 Y 1095 DIAS","20.98","306330","36"
"1","42","Banco Colpatria, ""Scotiabank""","2003-01-03T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","17.33","616000","0"
"4","26","Tuya","2006-12-29T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","20.45","1741239.11","0"
"4","31","Gm Financial Colombia S.A. Compañía De Financiamiento","2016-08-05T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","12.88","53550835.79","31"
"32","2","Jfk Cooperativa Financiera","2010-10-15T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","20.2","2508222.74","0"
"1","51","Bancien S.A. Y/O ""Ban100""","2016-11-11T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","10","ENTRE 31 Y 365 DIAS","14.93","420225.5","2"
"32","4","Cotrafa Financiera","2020-04-17T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","13.71","192207","342"
"1","23","Banco De Occidente","2022-03-04T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","70","ENTRE 1096 Y 1825 DIAS","7.9","529343","2"
"1","55","Finandina Bic O Banco Finandina Bic","2017-09-15T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","20","CONSUMO ENT 2 Y 6 M","31.63","544738.21","2365"
"1","2","Banco Popular","2021-10-15T00:00:00.000","11","CREDITOS COMERCIALES","PREFERENCIAL O CORPORATIVO","70","ENTRE 1096 Y 1825 DIAS","5.02","10539622","10"
"1","6","Itaú; Banco Itaú.","2020-06-26T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","100","ENTRE 6 Y 14 DIAS","8.23","22781.95","2"
"1","9","Citibank","2017-06-02T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","30.87","12995694.68","25342"
"1","13","Bbva Colombia","2012-05-18T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO PERSONAS NATURALES","50","CONSUMO MAS 18 M","30.62","3507138.78","11770"
"1","30","Banco Caja Social","2008-02-01T00:00:00.000","10","MICROCREDITOS","DIFERENTE  DE LEASING","50","ENTRE 31 Y 365 DIAS","33.9","447100","0"
"1","7","Bancolombia","2018-08-10T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","20","ENTRE 366 Y 1095 DIAS","22.71","18258902.59","2039"
"1","39","Banco Davivienda","2015-11-20T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","19.95","285423.02","313"
"1","42","Banco Colpatria, ""Scotiabank""","2002-06-21T00:00:00.000","11","CREDITOS COMERCIALES","DE TESORERIA","110","ENTRE 15 Y 30 DIAS","15.14","3862000","0"
"1","30","Banco Caja Social","2016-03-25T00:00:00.000","8","CREDITOS DE VIVIENDA","CREDITOS DE VIVIENDA ADQUISICIÓN","17","ADQ VIVIENDA VIS (PESOS)","12.56","1814524.36","43"
"1","1","Banco De Bogota","2015-06-26T00:00:00.000","11","CREDITOS COMERCIALES","ORDINARIO","5","ENTRE 1 Y 30 DIAS","9.69","1193106","24"
"1","43","Banagrario","2013-11-01T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","17.88","2100262","190"
"1","12","Banco Gnb Sudameris","2019-10-18T00:00:00.000","12","OTRAS MODALIDADES DE CREDITO","TARJETAS DE CREDITO EMPRESARIALES","90","CONSUMOS ENTRE 7 Y 12 M","26.82","766","5"
"1","7","Bancolombia","2018-05-25T00:00:00.000","9","CREDITOS DE CONSUMO","CREDITOS DE CONSUMO","30","ENTRE 1096 Y 1825","17.79","142326914.44","9513"
